ticker,status,current_price,entry,sl,tp,rr,atrs_from_entry,zone_lo,zone_hi,atr,short_float_pct,inst_own_pct,dollar_vol_30d,avg_vol_30d,weekly_bars,earnings_date,days_to_earnings,earnings_known,earnings_blackout,tradingview_url,finviz_url,reason
CGNX,PASS,58.970001220703125,38.70606801081001,34.643742606371056,66.7962417602539,6.914801487529639,3.257547443825584,38.38741788753602,39.02471813408399,6.22061030862398,4.59,107.43,106283718.77244976,1802335.3666666667,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CGNX,,PASS entry=38.71 SL=34.64 TP=66.80 R:R=6.91 zone=[38.39-39.02] short=4.59% $vol=$106.3M
FIX,PASS,1624.0899658203125,1021.1998158136744,908.740562600455,1796.0,6.889608120705971,3.178042307447125,1007.2098104218238,1035.189821205525,189.70488485753705,2.62,95.63,587595749.6337891,361800.0,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:FIX,,PASS entry=1021.20 SL=908.74 TP=1796.00 R:R=6.89 zone=[1007.21-1035.19] short=2.62% $vol=$587.6M
STT,PASS,180.25,131.73472640305403,122.2169045889747,194.25999450683597,6.569283321872114,5.097308454039276,130.82041931152344,132.6490334945846,9.517821814079324,1.71,94.65,283023935.6,1570174.4,262.0,2026-10-14,22.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:STT,,PASS entry=131.73 SL=122.22 TP=194.26 R:R=6.57 zone=[130.82-132.65] short=1.71% $vol=$283.0M
CNC,PASS,63.29999923706055,38.78000068664551,34.39999984741211,67.47000122070312,6.550227177371739,4.818979366147068,38.70000076293945,38.86000061035156,5.08821405683245,2.77,99.89,264229867.78530183,4174247.566666667,262.0,2026-10-27,35.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:CNC,,PASS entry=38.78 SL=34.40 TP=67.47 R:R=6.55 zone=[38.70-38.86] short=2.77% $vol=$264.2M
THG,PASS,218.41000366210935,178.4060973784654,169.29469008273662,231.64344787597656,5.842933892601597,3.733552532606885,178.01681518554688,178.7953795713839,10.714702936217153,2.07,93.15,67185174.02983601,307610.3333333333,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:THG,,PASS entry=178.41 SL=169.29 TP=231.64 R:R=5.84 zone=[178.02-178.80] short=2.07% $vol=$67.2M
SLB,PASS,52.119998931884766,35.777037954992096,31.960388862978963,57.88962760211447,5.793718289008027,4.2820182266933,35.67535781860352,35.878718091380684,3.8166490920131335,3.72,93.73,657746029.9472237,12619839.666666666,262.0,2026-10-16,24.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:SLB,,PASS entry=35.78 SL=31.96 TP=57.89 R:R=5.79 zone=[35.68-35.88] short=3.72% $vol=$657.7M
CSCO,PASS,106.44000244140624,84.1376281342992,77.28048617143847,123.0500030517578,5.674722082204744,2.994303341331693,84.04844665527344,84.22680961332497,7.448268182871623,1.41,83.65,2032889545.572233,19098924.266666666,262.0,2026-11-18,57.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CSCO,,PASS entry=84.14 SL=77.28 TP=123.05 R:R=5.67 zone=[84.05-84.23] short=1.41% $vol=$2032.9M
BPOP,PASS,160.19000244140625,145.34340087467507,139.46928459204034,177.02821362200743,5.393970977557955,2.0996213988638432,145.18597412109375,145.50082762825642,7.071085089323743,2.69,93.55,80840584.22839965,504654.3666666666,262.0,2026-10-28,36.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BPOP,,PASS entry=145.34 SL=139.47 TP=177.03 R:R=5.39 zone=[145.19-145.50] short=2.69% $vol=$80.8M
FLEX,PASS,114.4499969482422,66.69499969482422,55.14999984741211,128.1999969482422,5.327414297645465,2.829686161840809,65.68000030517578,67.70999908447266,16.876428876604354,2.69,96.61,352479094.8513031,3079765.0,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FLEX,,PASS entry=66.69 SL=55.15 TP=128.20 R:R=5.33 zone=[65.68-67.71] short=2.69% $vol=$352.5M
CNO,PASS,53.959999084472656,44.2447674890069,41.88945769476827,56.563594818115234,5.230236531619589,4.124821125114986,44.1458740234375,44.3436609545763,2.355309794238635,2.21,96.77,53085073.67265065,983785.6666666666,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:CNO,,PASS entry=44.24 SL=41.89 TP=56.56 R:R=5.23 zone=[44.15-44.34] short=2.21% $vol=$53.1M
BALL,PASS,59.970001220703125,49.53781999651614,46.477751147484426,65.22218655604959,5.125494664767555,3.4091328459776338,49.41947467416583,49.65616531886645,3.0600688490317123,2.96,95.88,106374534.29227804,1773795.7666666666,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:BALL,,PASS entry=49.54 SL=46.48 TP=65.22 R:R=5.13 zone=[49.42-49.66] short=2.96% $vol=$106.4M
IESC,PASS,321.07000732421875,262.41749572753906,237.9005949837821,384.4750061035156,4.978504895528345,1.1961648866163286,259.8349914550781,265.0,49.03380148751395,3.11,97.46,93443968.77796836,291039.23333333334,262.0,2026-12-09,78.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:IESC,,PASS entry=262.42 SL=237.90 TP=384.48 R:R=4.98 zone=[259.83-265.00] short=3.11% $vol=$93.4M
COP,PASS,125.2699966430664,96.33779675852077,88.82300933251204,133.26416501512017,4.913827386360528,3.8500357021957967,96.07120011843618,96.60439339860534,7.5147874260087235,1.4,87.16,872067131.7387055,6961500.4,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:COP,,PASS entry=96.34 SL=88.82 TP=133.26 R:R=4.91 zone=[96.07-96.60] short=1.40% $vol=$872.1M
BWA,PASS,61.11000061035156,45.152824484560696,40.26981208403935,68.75734005811681,4.834006887026527,3.267895884124146,44.46606935696455,45.83957961215685,4.883012400521344,4.29,106.9,122699132.14348856,2007840.4666666663,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:BWA,,PASS entry=45.15 SL=40.27 TP=68.76 R:R=4.83 zone=[44.47-45.84] short=4.29% $vol=$122.7M
TRV,PASS,362.010009765625,305.77496736192444,288.61243484281977,386.2095598408537,4.686638897225254,2.9300750867589604,305.1965026855469,306.353432038302,19.19235539656553,2.76,91.53,563750839.4048096,1557279.7,262.0,2026-10-16,24.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:TRV,,PASS entry=305.77 SL=288.61 TP=386.21 R:R=4.69 zone=[305.20-306.35] short=2.76% $vol=$563.8M
NUE,PASS,245.66000366210935,191.83795399991837,174.29595437864825,273.0,4.626727154963038,2.9476772382675187,191.71368408203125,191.9622239178054,18.25913942118868,1.82,82.69,329966545.41555274,1343183.8333333333,262.0,2026-10-26,34.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:NUE,,PASS entry=191.84 SL=174.30 TP=273.00 R:R=4.63 zone=[191.71-191.96] short=1.82% $vol=$330.0M
LH,PASS,311.5400085449219,273.80897904618064,260.07239875490035,335.62042236328125,4.499769375376293,2.026929324698491,272.3859558105469,275.2320022818144,18.614871786096334,2.6,101.3,224128206.40939027,719420.3,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:LH,,PASS entry=273.81 SL=260.07 TP=335.62 R:R=4.50 zone=[272.39-275.23] short=2.60% $vol=$224.1M
RHP,PASS,121.5500030517578,103.08582477873856,95.95414709498368,134.4499969482422,4.397867312616703,2.589037123071119,102.76312827616329,103.40852128131384,7.131677683754883,4.0,94.3,99079840.01093242,815136.4666666667,262.0,2026-11-02,41.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:RHP,,PASS entry=103.09 SL=95.95 TP=134.45 R:R=4.40 zone=[102.76-103.41] short=4.00% $vol=$99.1M
KLAC,PASS,188.32000732421875,193.2526348638288,176.56481444417352,265.31012955787185,4.317969206402302,-0.175284162926261,193.03515625,193.47011347765763,28.1407484695872,2.25,94.16,1786517504.2499695,9486604.9,262.0,2026-10-28,36.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:KLAC,,PASS entry=193.25 SL=176.56 TP=265.31 R:R=4.32 zone=[193.04-193.47] short=2.25% $vol=$1786.5M
LAMR,PASS,145.1300048828125,135.15681752744604,128.86253325184614,162.32000732421875,4.315532728966846,1.5844831467221825,134.6874542236328,135.62618083125926,6.294284275599888,3.55,85.48,75154295.88452148,517841.2,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LAMR,,PASS entry=135.16 SL=128.86 TP=162.32 R:R=4.32 zone=[134.69-135.63] short=3.55% $vol=$75.2M
DOC,PASS,20.600000381469727,18.18815824157649,17.240043559583018,22.20780734077372,4.239623302473966,2.54382954477846,18.14604511932241,18.23027136383057,0.9481146819934746,3.52,99.23,93700521.07514134,4548568.9,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:DOC,,PASS entry=18.19 SL=17.24 TP=22.21 R:R=4.24 zone=[18.15-18.23] short=3.52% $vol=$93.7M
GL,PASS,169.42999267578125,148.98553768352096,140.1070350088474,186.6100006103516,4.237703620246296,2.3026917647475886,145.89846801757812,152.0726073494638,8.87850267467358,2.71,88.08,73391933.45070395,433169.6666666667,262.0,2026-10-28,36.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:GL,,PASS entry=148.99 SL=140.11 TP=186.61 R:R=4.24 zone=[145.90-152.07] short=2.71% $vol=$73.4M
HUM,PASS,372.0,278.5696463032564,249.4231482956396,400.3200073242188,4.177186603658031,3.205543035472997,274.8027038574219,282.33658874909094,29.1464980076168,2.6,100.69,353490792.8,950244.0666666668,262.0,2026-11-06,45.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:HUM,,PASS entry=278.57 SL=249.42 TP=400.32 R:R=4.18 zone=[274.80-282.34] short=2.60% $vol=$353.5M
AIZ,PASS,271.0799865722656,242.23713472283177,230.97476655486167,288.6579895019531,4.121766762264188,2.5609935156854715,240.75289916992188,243.7213702757417,11.262368167970086,2.85,101.3,94782557.07302044,349647.93333333335,262.0,2026-11-03,42.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:AIZ,,PASS entry=242.24 SL=230.97 TP=288.66 R:R=4.12 zone=[240.75-243.72] short=2.85% $vol=$94.8M
BNY,PASS,150.1699981689453,135.24273174997546,128.0601783866506,164.83999633789062,4.120716281628058,2.0782673881951994,134.03237915039062,136.45308434956033,7.182553363324884,1.49,87.74,462439484.1443771,3079439.9,262.0,2026-10-15,23.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:BNY,,PASS entry=135.24 SL=128.06 TP=164.84 R:R=4.12 zone=[134.03-136.45] short=1.49% $vol=$462.4M
BAX,PASS,23.68000030517578,18.93285108782013,16.83320359956937,27.53937530517578,4.099032940298871,2.2609267717175507,18.69306755065918,19.17263462498108,2.0996474882507585,4.53,109.61,137326742.20713043,5799271.133333334,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:BAX,,PASS entry=18.93 SL=16.83 TP=27.54 R:R=4.10 zone=[18.69-19.17] short=4.53% $vol=$137.3M
AIT,PASS,329.7900085449219,292.0732006093056,274.4623585118997,361.9500122070313,3.9678290913765455,2.14168111479304,290.3217468261719,293.8246543924392,17.610842097405833,2.03,97.3,101590602.90223184,308046.3333333333,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:AIT,,PASS entry=292.07 SL=274.46 TP=361.95 R:R=3.97 zone=[290.32-293.82] short=2.03% $vol=$101.6M
WTS,PASS,354.2900085449219,306.6682156771436,284.94014300076054,391.5543823242188,3.90675086149452,2.191717304017483,302.1103943028199,311.22603705146736,21.72807267638308,2.92,82.46,67432395.23569743,190331.06666666668,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:WTS,,PASS entry=306.67 SL=284.94 TP=391.55 R:R=3.91 zone=[302.11-311.23] short=2.92% $vol=$67.4M
R,PASS,236.5,223.08289094126692,210.78949661481647,270.889957823935,3.888841894529186,1.0914080116884224,222.27438354492188,223.891398337612,12.293394326450477,2.27,92.01,61944623.95,261922.3,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:R,,PASS entry=223.08 SL=210.79 TP=270.89 R:R=3.89 zone=[222.27-223.89] short=2.27% $vol=$61.9M
ALL,PASS,229.5,212.3132462311384,198.4110584331221,265.8934020996094,3.854080857411245,1.159536204467802,211.5108302868161,213.11566217546076,14.82209326680738,2.51,86.76,414185787.4500001,1804731.1,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:ALL,,PASS entry=212.31 SL=198.41 TP=265.89 R:R=3.85 zone=[211.51-213.12] short=2.51% $vol=$414.2M
LTH,PASS,38.18999862670898,34.53500175476074,31.513144084385463,46.0,3.794023245249482,1.2095198618319885,33.7400016784668,35.33000183105469,3.021857670375279,4.85,85.2,116619561.45042571,3053667.6,260.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:LTH,,PASS entry=34.54 SL=31.51 TP=46.00 R:R=3.79 zone=[33.74-35.33] short=4.85% $vol=$116.6M
UNF,PASS,265.0199890136719,263.3002153637044,254.49876279594864,296.07663908860803,3.723978908320264,0.1305119076344699,262.42755126953125,264.1728794578776,13.177139780870457,4.44,85.31,76510378.59428406,288696.63333333336,262.0,2026-10-28,36.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:UNF,,PASS entry=263.30 SL=254.50 TP=296.08 R:R=3.72 zone=[262.43-264.17] short=4.44% $vol=$76.5M
SWK,PASS,92.12999725341795,79.76577380245658,73.49756511534925,102.99365997314452,3.705665738038344,1.97252900599697,79.62845014666357,79.90309745824958,6.268208687107328,4.65,100.15,148192986.17606658,1608520.4666666666,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:SWK,,PASS entry=79.77 SL=73.50 TP=102.99 R:R=3.71 zone=[79.63-79.90] short=4.65% $vol=$148.2M
MOG-A,PASS,367.8299865722656,344.9263961938456,317.66173064387937,443.3500061035156,3.6099327801874352,0.7201234361147311,344.507080078125,345.34571230956607,31.80508955796716,2.43,90.24,90898465.06772664,247120.86666666667,262.0,2026-10-30,38.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:MOG.A,,PASS entry=344.93 SL=317.66 TP=443.35 R:R=3.61 zone=[344.51-345.35] short=2.43% $vol=$90.9M
UNH,PASS,372.9500122070313,350.1423214836716,329.21959312081606,424.6352826432401,3.5603846624428326,1.090091613665956,349.3529357910156,350.9317071763275,20.922728362855537,1.71,90.19,1727992536.2239442,4633308.7,262.0,2026-10-13,21.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:UNH,,PASS entry=350.14 SL=329.22 TP=424.64 R:R=3.56 zone=[349.35-350.93] short=1.71% $vol=$1728.0M
CAH,PASS,222.0399932861328,216.2292979700813,207.4941952921315,247.17999267578125,3.5432548244486437,0.4208426140670215,215.4609662413644,216.99762969879825,13.807288334935842,2.89,91.7,381617657.01428473,1718688.8333333333,262.0,2026-10-30,38.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:CAH,,PASS entry=216.23 SL=207.49 TP=247.18 R:R=3.54 zone=[215.46-217.00] short=2.89% $vol=$381.6M
V,PASS,362.0400085449219,331.40933824391743,317.0558276107118,381.6000061035156,3.496752058934369,2.134019410564478,328.2701721191406,334.5485043686942,14.353510633205628,1.2,82.62,2415294428.342137,6671346.733333333,262.0,2026-11-03,42.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:V,,PASS entry=331.41 SL=317.06 TP=381.60 R:R=3.50 zone=[328.27-334.55] short=1.20% $vol=$2415.3M
AXTA,PASS,33.040000915527344,30.614999771118164,28.40557030269078,38.18999862670898,3.428486387023032,1.0975689330944032,30.0,31.229999542236328,2.2094294684273854,4.46,106.87,61443012.81456528,1859655.3,262.0,2026-11-04,43.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:AXTA,,PASS entry=30.61 SL=28.41 TP=38.19 R:R=3.43 zone=[30.00-31.23] short=4.46% $vol=$61.4M
PNC,PASS,227.9600067138672,223.800731994146,214.1247119334108,256.9700012207031,3.427986818790944,0.4027948332685332,223.0318603515625,224.56960363672957,10.326037913570463,1.76,86.02,354445037.3897649,1554856.2333333334,262.0,2026-10-15,23.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:PNC,,PASS entry=223.80 SL=214.12 TP=256.97 R:R=3.43 zone=[223.03-224.57] short=1.76% $vol=$354.4M
AMP,PASS,512.3699951171875,472.62841767930433,444.3504065676867,569.5399780273438,3.427099592171272,1.4053879985058737,468.9648602543218,476.2919751042868,28.278011111617637,3.16,91.69,253623301.29400635,495000.3,262.0,2026-10-27,35.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:AMP,,PASS entry=472.63 SL=444.35 TP=569.54 R:R=3.43 zone=[468.96-476.29] short=3.16% $vol=$253.6M
SCHW,PASS,100.3499984741211,95.54256324642752,90.3744074345362,112.88999938964844,3.356600840730554,0.9302032296766716,94.97129043895808,96.11383605389696,5.168155811891329,1.31,85.6,790503925.1949373,7877468.233333333,262.0,2026-10-15,23.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:SCHW,,PASS entry=95.54 SL=90.37 TP=112.89 R:R=3.36 zone=[94.97-96.11] short=1.31% $vol=$790.5M
USB,PASS,59.43999862670898,56.67496252926846,54.03686131215551,65.41999816894531,3.31489769344298,1.0481160008206525,56.44691467285156,56.90301038568536,2.6381012171129505,1.61,84.08,406035423.1523641,6831013.333333333,262.0,2026-10-15,23.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:USB,,PASS entry=56.67 SL=54.04 TP=65.42 R:R=3.31 zone=[56.45-56.90] short=1.61% $vol=$406.0M
MTB,PASS,223.4199981689453,218.8728714798337,208.65425109756927,252.46080017089844,3.286933796793198,0.4449844028851173,216.99322509765625,220.75251786201116,10.21862038226442,3.88,93.45,228648115.49409792,1023400.4,262.0,2026-10-16,24.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:MTB,,PASS entry=218.87 SL=208.65 TP=252.46 R:R=3.29 zone=[216.99-220.75] short=3.88% $vol=$228.6M
RS,PASS,386.9500122070313,350.1624220194681,325.9697267694144,426.5400085449219,3.157051570154592,1.5206073489261756,349.6131591796875,350.71168485924875,24.19269525005376,2.09,83.28,126954132.84332886,328089.23333333334,262.0,2026-10-21,29.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:RS,,PASS entry=350.16 SL=325.97 TP=426.54 R:R=3.16 zone=[349.61-350.71] short=2.09% $vol=$127.0M
LFUS,PASS,418.8800048828125,369.81962042088753,341.15074995958867,459.3824271344834,3.124043789395188,1.229628353305337,368.9876403808594,370.6516004609157,39.89854684958006,4.9,101.58,88314984.70947266,210836.0,262.0,2026-11-03,42.0,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LFUS,,PASS entry=369.82 SL=341.15 TP=459.38 R:R=3.12 zone=[368.99-370.65] short=4.90% $vol=$88.3M
ST,PASS,42.15999984741211,38.167222182972615,35.39191506721856,46.8081828406849,3.113515116457491,1.188759933108286,38.1473274230957,38.18711694284953,3.35877543752628,4.35,107.18,58649940.8090641,1391127.6333333333,262.0,2026-10-27,35.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:ST,,PASS entry=38.17 SL=35.39 TP=46.81 R:R=3.11 zone=[38.15-38.19] short=4.35% $vol=$58.6M
OXY,PASS,56.310001373291016,47.89630138739112,44.301230021956464,59.07481002807617,3.109398257893424,2.3403429669838154,47.308015123332105,48.48458765145014,3.5950713654346544,2.11,84.95,444074966.0621216,7886253.866666666,262.0,2026-11-10,49.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:OXY,,PASS entry=47.90 SL=44.30 TP=59.07 R:R=3.11 zone=[47.31-48.48] short=2.11% $vol=$444.1M
UNP,PASS,274.4100036621094,263.95735695308025,249.8591825371612,307.0749771113229,3.0583832265229995,0.7414184560822585,262.3927820459206,265.5219318602399,14.098174415919084,4.68,92.24,681377656.2152528,2483064.2,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:UNP,,PASS entry=263.96 SL=249.86 TP=307.07 R:R=3.06 zone=[262.39-265.52] short=4.68% $vol=$681.4M
MA,PASS,555.8900146484375,523.5074411451676,500.01665908617554,595.2999877929688,3.056200788356452,1.378522580557259,520.4276123046875,526.5872699856476,23.49078205899206,0.94,83.81,1505741988.009627,2708704.8666666667,262.0,2026-10-22,30.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:MA,,PASS entry=523.51 SL=500.02 TP=595.30 R:R=3.06 zone=[520.43-526.59] short=0.94% $vol=$1505.7M
ESS,PASS,274.760009765625,256.2463112380834,244.922212874344,290.3099975585937,3.0080705082520804,1.634893828441449,255.67339383830705,256.81922863785974,11.324098363739475,3.73,104.57,131061422.20756836,477003.26666666666,262.0,2026-10-28,36.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:ESS,,PASS entry=256.25 SL=244.92 TP=290.31 R:R=3.01 zone=[255.67-256.82] short=3.73% $vol=$131.1M
IRM,PASS,118.12999725341795,108.80974531743512,102.1426206814936,128.6404567879491,2.9744023928410424,1.0623907801960373,108.49203420768968,109.1274564271806,8.772903633692136,2.19,88.91,178849288.36166382,1514004.0,262.0,2026-10-29,37.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:IRM,,PASS entry=108.81 SL=102.14 TP=128.64 R:R=2.97 zone=[108.49-109.13] short=2.19% $vol=$178.8M
WMB,PASS,70.9800033569336,61.47282011617562,57.02740059919223,74.66776925526774,2.968212356265097,2.138647028573231,60.95363235473633,61.99200787761491,4.44541951698339,2.15,92.18,525624189.5609098,7405243.233333333,262.0,2026-11-02,41.0,True,False,https://www.tradingview.com/chart/?symbol=NYSE:WMB,,PASS entry=61.47 SL=57.03 TP=74.67 R:R=2.97 zone=[60.95-61.99] short=2.15% $vol=$525.6M
