ticker,status,current_price,entry,sl,tp,rr,zone_lo,zone_hi,atr,short_float_pct,inst_own_pct,dollar_vol_30d,avg_vol_30d,weekly_bars,days_to_earnings,earnings_known,earnings_blackout,tradingview_url,reason
SCHW,FAIL,105.25,105.1277942970386,100.24905540003078,112.88999938964844,1.5910269552179703,103.81084724169803,106.44474135237918,4.878738897007816,1.31,85.6,800610911.125,7606754.5,261,27,True,False,https://www.tradingview.com/chart/?symbol=NYSE:SCHW,R:R 1.59 < 2.0
AMG,FAIL,355.79998779296875,333.33338449910514,310.4116201559138,369.69000244140625,1.586117778629918,331.9185245398836,334.7482444583266,22.921764343191317,3.51,98.56,97678541.54877727,274532.1666666667,261,45,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AMG,R:R 1.59 < 2.0
DOC,FAIL,20.329999923706055,20.39934204745589,19.387697444037386,21.99988575160719,1.5821205379268752,20.270204544067383,20.52847955084439,1.0116446034185027,3.52,99.23,90922124.98178957,4472313.1,261,34,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DOC,R:R 1.58 < 2.0
WCC,FAIL,344.1499938964844,315.91894239723104,285.63246869456464,363.2113037109375,1.5615010772793558,313.704717545031,318.1331672494311,30.286473702666417,2.97,97.62,169518432.8319163,492571.36666666664,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WCC,R:R 1.56 < 2.0
UNF,FAIL,261.6199951171875,273.8012339922178,260.2902359167007,294.6085801939004,1.5400302838756936,267.47462545713506,280.1278425273006,13.51099807551714,4.44,85.31,73249273.18222657,279983.4666666667,261,33,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:UNF,R:R 1.54 < 2.0
IVZ,FAIL,30.530000686645508,29.512606901031955,27.290906018958854,32.86000061035156,1.506680641093371,29.403338081691807,29.621875720372103,2.2217008820731023,2.82,98.36,116413640.31824112,3813090.0,261,39,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:IVZ,R:R 1.51 < 2.0
JLL,FAIL,336.3800048828125,352.5500030517578,329.0892900739397,387.3699951171875,1.4841830296611906,345.82000732421875,359.2799987792969,23.46071297781808,1.62,95.22,105644580.74951172,314063.2,261,47,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:JLL,R:R 1.48 < 2.0
SWK,FAIL,89.58000183105469,92.72304571529025,86.3680470995158,101.59583230881782,1.3961901693421985,91.10710906982422,94.33898236075628,6.354998615774447,4.65,100.15,149384488.93748474,1667609.8,261,46,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SWK,R:R 1.40 < 2.0
ATI,FAIL,191.6300048828125,203.8949966430664,183.99499838692802,231.25999450683594,1.3751256412963995,202.47999572753906,205.30999755859375,19.899998256138392,2.75,94.57,350972838.74526775,1831512.9666666666,261,39,True,False,https://www.tradingview.com/chart/?symbol=NYSE:ATI,R:R 1.38 < 2.0
ITW,FAIL,269.4200134277344,271.00881056314995,259.0058233581439,286.95001220703125,1.3281028606972745,268.8916320800781,273.12598904622183,12.002987205006017,3.09,87.86,288807423.70999146,1071959.8,261,35,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ITW,R:R 1.33 < 2.0
ARMK,FAIL,56.45000076293945,58.28915753782451,55.3439529259652,62.02672964400471,1.269036484300719,58.014703366111476,58.56361170953755,2.9452046118593134,3.38,100.04,147713078.27638856,2616706.4,261,67,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ARMK,R:R 1.27 < 2.0
CGNX,FAIL,61.560001373291016,59.084757293963065,52.87961866903735,66.7962417602539,1.2427578064596676,58.542057037353516,59.627457550572615,6.205138624925717,4.59,107.43,114893916.23507309,1866372.8666666667,261,40,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CGNX,R:R 1.24 < 2.0
OHI,FAIL,46.65999984741211,47.962064604660526,45.660594143046275,50.818179029656065,1.2409954733862893,47.25666809082031,48.667461118500746,2.3014704616142505,4.31,82.61,89185230.0296791,1911385.1333333333,261,46,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OHI,R:R 1.24 < 2.0
IEX,FAIL,223.72000122070312,217.89806122922303,207.5521342262598,230.4499969482422,1.2132248483315302,213.4683837890625,222.32773866938356,10.345927002963233,2.57,105.1,121100442.05277099,541303.6,261,40,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:IEX,R:R 1.21 < 2.0
EOG,FAIL,144.22999572753906,142.40316821546645,133.39353653612926,153.0500030517578,1.1817169907965224,140.17967224121094,144.62666418972194,9.00963167933719,2.82,98.34,446508105.3839559,3095806.1333333333,261,48,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EOG,R:R 1.18 < 2.0
APH,FAIL,77.55000305175781,76.99883555711553,70.49406937843594,84.58999633789062,1.1670151658419854,76.3847598435717,77.61291127065935,7.456110298486797,1.11,97.78,896784859.2803946,11563956.466666667,261,40,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:APH,R:R 1.17 < 2.0
AME,FAIL,237.63999938964844,241.34328551946555,229.5123239809707,254.88855028326458,1.144899737838407,238.33266762508998,244.35390341384115,11.830961538494845,1.13,92.82,322730827.17510223,1358066.1,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AME,R:R 1.14 < 2.0
LNG,FAIL,268.3399963378906,272.7177764449551,255.8716582223007,292.0,1.1446092981298464,269.13555908203125,276.29999380787893,16.846118222654397,2.03,90.82,506080216.86938477,1885966.4,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LNG,R:R 1.14 < 2.0
ALSN,FAIL,117.0999984741211,122.59403513053502,113.13824641917113,133.13999938964844,1.1152918684021946,119.57083892822266,125.61723133284738,9.455788711363889,3.39,103.87,90500866.53405608,772851.1333333333,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALSN,R:R 1.12 < 2.0
ROST,FAIL,226.61000061035156,241.0042053066337,227.66251100323856,255.75570326720648,1.1056690121298067,239.6667938232422,242.3416167900252,13.341694303395142,2.74,96.37,577964923.9720246,2550482.8666666667,261,62,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ROST,R:R 1.11 < 2.0
AMP,FAIL,544.3300170898438,541.30019014957,515.4826907323503,569.5399780273438,1.0938235117742854,537.7399291992188,544.8604510999212,25.81749941721961,3.16,91.69,254073964.55060017,466764.56666666665,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AMP,R:R 1.09 < 2.0 (known)
CUBE,FAIL,39.54999923706055,40.310538623127506,38.68550858964417,42.06999969482422,1.0827252638064901,40.05893545550851,40.5621417907465,1.625030033483333,3.36,104.08,84778528.03957939,2143578.5,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CUBE,R:R 1.08 < 2.0
FAST,FAIL,49.0099983215332,48.889773818903976,46.246129771460836,51.70000076293945,1.06301260442133,48.6424560546875,49.13709158312045,2.643644047443137,3.02,88.47,317445631.76796764,6477160.633333334,261,26,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FAST,R:R 1.06 < 2.0
GM,FAIL,82.19999694824219,83.85159440695004,78.64520480523154,89.32527918769703,1.051339834218374,82.46945050193466,85.23373831196542,5.206389601718497,2.48,90.28,500948224.64179176,6094260.866666666,261,32,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GM,R:R 1.05 < 2.0
EW,FAIL,88.26000213623047,86.49499893188477,81.05857140677315,91.5999984741211,0.9390357028867999,85.66999816894531,87.31999969482422,5.436427525111607,1.58,94.44,267263910.5908114,3028143.033333333,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EW,R:R 0.94 < 2.0
ZBH,FAIL,95.36000061035156,96.03979833375257,90.12319653628721,101.31999969482422,0.8924381835758586,94.52881622314453,97.5507804443606,5.916601797465364,4.62,106.67,184221681.26444396,1931854.8666666667,261,48,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ZBH,R:R 0.89 < 2.0
APD,FAIL,284.17999267578125,300.84115819310637,285.34192724268064,314.29998779296875,0.8683546714614703,295.6235713390098,306.0587450472029,15.499230950425751,1.82,93.63,285740548.1602275,1005491.4333333333,261,48,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:APD,R:R 0.87 < 2.0
FDX,FAIL,303.6499938964844,318.939954192108,302.2554966319819,333.3314514160156,0.862569080957212,314.7977600097656,323.0821483744504,16.684457560126134,2.13,82.78,462759351.76497394,1523989.3333333333,261,24,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FDX,R:R 0.86 < 2.0
MTG,FAIL,29.690000534057617,28.799446590697745,27.541666562412594,29.874998092651367,0.8551189220423724,28.398972945414464,29.199920235981025,1.25778002828515,3.98,100.72,53686624.79303729,1808239.2666666666,261,40,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MTG,R:R 0.86 < 2.0
VTR,FAIL,86.69000244140625,88.84461572220286,83.35180490236826,93.44999694824219,0.8384379832287766,87.15948690926355,90.52974453514216,5.492810819834604,3.99,104.67,281389046.78761595,3245922.7,261,40,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VTR,R:R 0.84 < 2.0
CNC,FAIL,65.11000061035156,63.775001525878906,58.529287338256836,67.9000015258789,0.7863562238547922,63.400001525878906,64.1500015258789,5.24571418762207,2.77,99.89,264755248.0341914,4066276.2333333334,261,39,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CNC,R:R 0.79 < 2.0
STT,FAIL,182.8699951171875,187.50499725341797,178.04348851030426,194.25999450683594,0.713945041622923,182.5,192.50999450683594,9.461508743113706,1.71,94.64,278757127.2899048,1524345.9,261,26,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:STT,R:R 0.71 < 2.0
BNY,FAIL,153.7899932861328,159.81390330904566,152.6548568842541,164.83999633789062,0.7020618013370824,156.50706481933594,163.1207417987554,7.159046424791571,1.49,87.73,453648553.3914856,2949792.4,261,27,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BNY,R:R 0.70 < 2.0
FTI,FAIL,72.0199966430664,76.68466373354933,71.14631310756168,80.30999755859375,0.6545872715304876,75.69096374511719,77.67836372198147,5.538350625987642,3.29,99.59,217657561.50140128,3022182.3333333335,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FTI,R:R 0.65 < 2.0
SKY,FAIL,84.58999633789062,89.68000030517578,82.25142724173409,94.52999877929688,0.6528842662919262,88.81999969482422,90.54000091552734,7.428573063441685,4.96,111.18,51033204.00364684,603300.7,261,39,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SKY,R:R 0.65 < 2.0
MA,FAIL,565.239990234375,580.1914457164694,556.7210257092634,593.5399780273438,0.5687385358581574,573.591064453125,586.7918269798138,23.47042000720598,0.94,83.81,1520936649.3361816,2690780.3333333335,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MA,R:R 0.57 < 2.0
OVV,FAIL,62.369998931884766,63.57683986295442,59.352394322805516,65.9757722113199,0.56786916189738,62.84023666381836,64.31344306209049,4.224445540148905,4.1,93.59,215625543.6753123,3457199.7333333334,261,47,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OVV,R:R 0.57 < 2.0
BWA,FAIL,63.31999969482422,65.91190484336309,60.816485134529685,68.75734005811681,0.5584299973996024,62.30083465576172,69.52297503096447,5.095419708833407,4.29,106.9,125879412.21731414,1987988.2,261,41,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BWA,R:R 0.56 < 2.0
VRTX,FAIL,508.3399963378906,530.1699829101562,495.82212611607144,548.97998046875,0.5476323507274289,526.6699829101562,533.6699829101562,34.34785679408482,1.84,98.17,554681422.6413777,1091162.2666666666,261,45,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VRTX,R:R 0.55 < 2.0
WMB,FAIL,72.05000305175781,74.91207978342933,70.35905272470009,77.35823059082031,0.5372581308738594,74.60875105834586,75.21540850851281,4.553027058729248,2.15,92.18,533056471.77819824,7398424.0,261,45,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WMB,R:R 0.54 < 2.0
VLTO,FAIL,94.48999786376953,91.73177619478909,86.83438839459028,94.16999816894531,0.497861732341727,90.84608459472656,92.61746779485162,4.8973878001988185,2.33,100.92,141454651.27132568,1497033.0666666667,155,33,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VLTO,R:R 0.50 < 2.0
TTC,FAIL,93.48999786376953,97.45500183105469,92.29330968342545,100.0,0.4930550091241354,96.83000183105469,98.08000183105469,5.161692147629233,3.98,96.33,80131467.60834299,857112.7333333333,261,90,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:TTC,R:R 0.49 < 2.0
MDLZ,FAIL,60.849998474121094,63.14074272809178,59.73726181311667,64.7300033569336,0.4669515324293907,62.46639633178711,63.815089124396444,3.4034809149751126,2.53,89.63,440843466.5937111,7244757.233333333,261,39,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MDLZ,R:R 0.47 < 2.0
DLR,FAIL,182.1199951171875,193.68688394757294,180.57842686040104,198.7869110107422,0.3890638714574731,191.68560791015625,195.6881599849896,13.10845708717189,2.28,104.88,375538562.9647827,2062039.1666666667,261,34,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DLR,R:R 0.39 < 2.0
CAH,FAIL,225.3800048828125,231.75250349698143,217.7268146395669,236.32000732421875,0.3256527271972637,230.97607347295056,232.52893352101233,14.025688857414531,2.89,91.7,391087002.3168213,1735233.8,261,48,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CAH,R:R 0.33 < 2.0
PM,FAIL,188.6199951171875,189.66754861811705,178.3267501038783,191.88999938964844,0.1959695138522235,187.87242809292076,191.46266914331335,11.34079851423875,1.07,85.55,790439558.8971964,4190645.6333333333,261,33,True,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PM,R:R 0.20 < 2.0
